200 142 5
30 6 3
115 178 4
98 204 3
80 153 3
180 144 4
108 136 3
3 166 5
173 72 5
78 151 4
176 153 5
91 179 3
107 39 5
168 55 5
142 78 5
43 80 5
117 77 5
18 203 3
149 120 3
140 99 3
55 103 5
85 81 4
78 73 3
91 142 5
188 53 3
79 184 4
178 220 5
37 45 4
199 138 5
39 27 4
2 133 3
45 82 4
18 85 5
128 53 5
171 174 3
69 17 5
116 60 5
100 217 5
143 7 4
106 179 3
83 16 5
105 238 5
61 66 3
9 205 4
112 179 5
184 200 5
159 51 5
191 12 5
170 203 3
58 249 3
71 94 4
116 170 3
56 52 3
153 17 3
45 110 5
86 165 5
133 73 5
132 93 3
162 184 5
116 100 5
140 142 5
17 158 5
200 230 4
152 221 3
88 171 5
146 22 5
149 123 5
177 87 3
8 80 4
170 39 4
129 66 4
28 21 5
187 84 4
28 109 3
37 205 4
70 7 3
175 78 3
2 86 4
135 218 5
118 176 5
1 49 4
191 68 3
153 219 4
15 163 3
48 241 3
148 234 4
196 64 5
37 239 5
31 144 4
131 151 4
36 197 4
30 192 4
10 141 5
29 90 4
61 16 5
91 16 3
125 117 3
13 29 3
87 64 4
50 40 4
105 200 3
169 157 4
135 4 5
110 246 5
167 175 4
147 81 5
42 88 5
53 163 3
48 195 4
193 103 4
171 197 3
158 164 4
67 143 4
83 71 3
165 132 5
113 187 3
1 23 5
46 24 5
77 88 3
100 8 4
65 156 3
175 72 3
143 169 5
23 60 3
148 189 5
150 95 5
95 204 5
46 98 5
176 79 3
3 83 4
85 231 5
185 181 5
57 39 4
17 211 5
40 77 4
164 38 4
135 99 5
156 212 5
186 216 5
98 219 3
177 221 3
53 87 4
52 26 5
9 12 3
95 228 4
144 157 4
162 180 3
54 196 5
1 59 5
169 35 3
127 106 4
187 187 5
29 78 5
109 138 4
112 208 4
7 242 4
104 38 3
12 45 3
115 182 5
88 238 5
146 194 3
49 44 3
79 115 5
137 37 5
2 131 5
187 62 5
149 205 5
81 226 4
192 194 5
149 194 5
182 227 5
104 36 4
125 185 4
103 55 4
17 104 3
149 179 5
127 103 5
83 203 5
138 58 5
78 159 5
50 225 3
76 146 5
146 79 5
199 169 4
139 205 4
197 186 4
30 18 4
154 232 3
4 64 3
159 117 5
174 225 3
106 192 4
158 242 3
135 192 5
89 77 3
179 221 3
65 155 4
149 147 4
39 139 3
46 5 4
127 70 5
157 130 3
59 97 4
35 216 4
163 172 5
178 9 5
149 195 3
100 29 5
132 140 4
196 33 5
35 40 5
199 166 4
139 138 3
78 228 5
183 97 5
178 99 3
91 237 5
156 219 3
200 23 3
7 131 4
92 191 4
58 24 5
170 54 4
32 128 5
166 139 5
68 198 4
68 142 3
90 15 3
18 109 5
74 104 4
196 13 5
148 164 5
194 139 3
4 171 3
42 204 4
135 28 5
147 21 3
184 249 5
1 83 3
20 215 4
54 30 4
91 119 4
123 156 3
34 59 5
86 147 4
113 19 5
9 195 3
107 88 5
81 6 5
194 84 5
73 216 5
83 41 4
185 207 5
22 85 5
46 77 5
31 152 3
185 98 3
136 77 3
52 197 5
6 186 5
55 203 4
93 49 3
132 7 3
163 113 5
161 27 4
75 168 5
186 36 4
101 239 4
103 100 4
23 110 3
185 250 3
160 226 4
65 60 4
195 211 5
159 181 5
165 208 4
164 112 3
91 218 5
114 80 4
177 139 4
26 67 4
2 155 3
124 71 4
41 36 4
197 106 3
33 242 4
88 227 3
63 162 5
193 68 3
135 133 3
85 104 4
196 245 3
65 180 5
9 27 5
32 98 5
118 123 5
138 196 5
53 160 5
109 212 4
135 126 5
148 77 4
24 8 4
163 53 3
183 142 5
77 183 3
157 211 4
161 143 3
31 109 5
84 17 4
133 199 4
64 90 5
82 138 3
147 165 4
13 248 5
103 123 5
173 66 3
57 186 3
188 51 5
64 4 5
40 89 5
198 50 5
22 154 5
61 240 3
165 191 4
41 98 5
90 142 4
138 35 4
112 160 3
59 230 3
10 233 3
7 76 3
119 120 3
51 94 3
69 90 4
57 15 4
120 87 5
22 186 5
86 210 4
48 194 3
5 80 4
139 154 4
13 126 3
135 235 3
4 68 5
118 8 4
92 91 3
60 173 3
51 69 3
31 120 4
71 38 3
174 170 5
189 130 5
156 196 5
185 222 3
99 59 5
42 18 3
13 232 3
42 161 4
128 118 5
113 157 4
196 210 4
155 13 4
9 36 3
156 34 4
18 211 3
192 201 3
126 48 4
155 149 3
124 225 4
106 93 4
81 13 3
137 219 5
34 187 5
167 113 3
112 186 5
177 195 5
133 16 5
32 101 3
147 106 3
84 71 3
149 124 5
33 248 4
89 15 3
34 151 5
159 246 3
81 237 3
79 248 4
169 202 5
138 19 5
22 79 4
196 215 5
10 234 4
5 233 4
143 210 4
158 219 5
184 143 5
32 89 5
91 172 5
112 34 3
10 132 4
74 140 4
68 145 5
75 82 4
138 123 3
200 240 5
21 158 5
37 41 5
179 141 3
128 213 5
15 15 4
85 112 5
163 131 3
38 245 4
30 95 3
104 68 3
68 191 5
46 206 3
117 10 4
100 119 5
91 186 5
130 239 5
101 198 4
162 157 4
187 144 3
50 118 3
11 120 5
10 1 5
99 8 5
176 40 3
31 141 5
129 202 4
174 132 5
149 232 4
98 67 4
95 239 4
94 89 4
130 146 5
59 191 5
156 92 5
27 123 5
154 65 4
189 143 5
72 59 5
111 147 4
20 108 4
165 169 5
57 112 5
55 127 5
168 51 3
174 244 4
120 78 4
165 145 5
91 194 3
174 72 5
141 173 4
155 153 4
70 47 3
111 234 4
96 190 5
165 216 3
21 152 3
45 225 3
66 118 4
184 240 4
83 168 4
141 56 3
164 140 3
64 230 3
84 16 5
72 125 5
175 37 3
82 62 4
143 62 4
146 12 3
91 143 4
106 140 5
130 16 5
3 72 3
102 213 4
182 217 4
189 24 4
72 217 5
55 185 5
152 26 5
199 217 5
125 19 3
66 148 5
12 247 4
25 50 4
45 56 3
198 146 4
63 121 3
163 240 4
96 54 5
55 67 3
9 113 4
19 30 5
85 213 5
65 57 4
190 171 5
67 61 3
32 189 3
106 217 5
22 67 3
62 187 5
66 242 4
188 61 5
19 219 4
130 73 5
98 14 3
183 10 4
28 173 4
11 143 3
121 108 4
75 98 5
117 91 4
105 58 5
172 38 3
32 52 3
33 155 5
130 220 3
182 14 3
120 17 3
58 183 3
188 101 3
152 192 4
111 170 5
42 109 3
189 94 4
146 26 3
88 132 5
160 28 4
100 183 5
44 12 3
15 92 3
71 6 4
161 39 4
13 139 4
127 210 4
64 96 4
2 157 5
127 241 5
8 202 3
118 141 5
166 50 4
153 92 5
172 30 3
109 20 4
23 106 4
119 190 3
136 79 5
17 54 3
200 68 3
118 72 5
178 51 4
59 7 4
102 94 4
103 105 3
38 240 4
24 134 5
133 87 3
17 5 3
89 159 3
114 219 4
118 199 5
62 62 5
61 177 5
112 60 4
143 107 3
160 128 3
42 142 3
126 177 4
173 160 3
197 81 4
35 242 5
125 215 3
59 158 5
132 248 4
13 44 5
75 81 5
182 132 3
56 112 3
184 142 4
55 56 5
151 126 5
91 135 4
73 45 3
169 149 5
49 108 5
47 69 3
53 107 3
90 204 3
86 214 4
15 139 4
69 24 4
174 9 4
130 172 5
97 158 4
169 109 4
186 219 4
69 115 4
130 12 4
6 185 5
136 111 3
195 10 4
33 112 5
16 110 4
183 139 5
156 162 3
41 20 4
40 223 4
48 21 4
28 143 4
129 151 3
167 38 3
83 38 4
105 91 3
107 155 4
43 235 4
49 111 5
16 249 3
162 26 3
87 173 5
131 18 5
182 226 4
81 57 3
78 178 4
159 226 3
188 207 5
121 202 5
54 33 5
157 14 4
162 228 4
171 70 4
105 95 5
169 133 3
151 69 4
144 221 3
58 51 3
199 90 4
116 11 4
159 49 4
179 96 4
126 51 3
80 156 5
119 41 4
26 72 4
77 85 4
147 113 4
101 1 4
162 149 5
16 39 4
190 142 3
120 232 3
123 69 4
25 227 3
108 125 3
81 28 5
112 33 5
57 246 4
189 237 3
88 60 4
160 94 3
59 61 5
6 153 5
10 142 4
126 187 5
58 34 3
30 184 5
146 20 5
18 133 3
89 16 3
107 8 4
144 127 5
139 117 3
41 138 5
40 132 3
93 6 3
8 186 4
180 38 4
82 123 4
120 163 5
10 117 5
126 136 4
38 183 4
155 128 5
174 166 4
116 19 4
49 156 4
112 117 3
125 220 5
72 243 5
13 166 3
120 168 4
149 151 3
18 19 5
31 83 4
142 69 4
154 7 3
39 176 4
21 26 3
39 104 3
177 102 3
20 169 5
124 159 4
177 2 4
141 181 3
50 152 4
126 35 4
140 58 3
10 185 4
172 36 5
26 49 3
153 13 5
51 83 5
124 4 5
10 86 3
155 36 5
122 123 3
153 228 3
42 225 3
56 194 5
65 205 4
169 64 4
55 207 3
47 62 3
137 250 4
45 85 5
164 250 5
133 42 5
87 62 5
24 223 3
33 14 4
168 11 5
107 137 4
94 79 4
148 173 5
196 194 5
118 93 4
119 145 5
190 26 5
125 107 3
42 137 3
199 229 5
188 141 5
120 18 5
190 91 3
189 68 5
51 103 3
51 193 3
100 82 5
144 160 4
75 50 5
130 116 3
164 135 5
45 195 3
63 83 4
47 93 3
50 123 4
103 203 3
22 227 3
121 221 4
40 195 3
144 169 3
124 53 4
41 74 3
151 4 5
130 17 5
155 18 5
46 153 5
170 77 5
28 227 5
63 133 5
170 41 3
166 173 3
162 154 5
111 50 4
129 3 4
109 156 4
54 114 3
124 22 3
189 59 4
32 144 5
18 20 4
101 99 5
55 70 4
109 237 3
143 32 4
117 165 5
114 79 3
79 226 4
160 228 4
55 101 5
4 109 3
193 175 3
151 19 5
7 240 5
99 193 3
141 50 4
133 128 3
87 74 5
198 202 5
183 210 4
173 220 5
170 224 4
162 250 4
124 29 3
16 141 4
95 92 4
149 77 3
162 132 4
153 121 3
117 37 4
117 44 4
143 247 3
132 172 3
28 224 4
79 244 3
39 33 4
100 248 5
168 12 3
70 85 5
55 108 5
75 33 5
110 93 3
199 155 3
23 237 3
31 15 3
140 247 4
3 179 4
155 154 4
115 143 5
137 134 3
108 154 4
114 59 4
67 7 5
148 128 4
200 241 3
190 227 5
30 131 4
197 196 3
156 248 5
144 212 5
48 51 3
193 184 4
44 134 4
173 4 4
67 208 4
90 109 3
137 223 4
128 214 5
171 164 4
40 245 3
138 130 5
186 224 3
48 8 3
168 155 5
112 29 3
6 174 5
33 86 5
50 180 4
25 229 4
49 79 3
33 115 4
131 235 3
26 109 3
196 244 5
64 206 4
121 68 4
130 26 5
77 246 5
35 219 5
200 34 5
32 190 3
10 152 3
61 221 3
124 67 3
164 146 3
43 142 5
80 167 5
166 193 3
29 156 4
18 75 4
118 45 5
78 89 4
154 102 3
86 229 3
192 223 4
191 219 5
100 126 3
6 162 5
186 69 3
125 130 3
41 116 4
183 63 3
52 217 4
62 74 5
130 188 5
66 16 3
165 88 3
10 57 3
20 159 4
121 88 3
13 190 5
78 11 4
24 224 3
125 218 4
43 208 4
34 240 3
135 189 3
82 134 3
100 145 3
18 204 3
127 26 4
167 242 3
78 212 3
13 121 5
114 17 5
32 108 5
26 21 5
53 31 5
173 154 5
187 246 4
62 246 4
144 9 4
147 112 5
173 62 3
153 237 3
124 227 5
122 143 5
148 238 4
150 31 3
7 60 4
75 201 3
87 24 3
50 13 5
10 144 3
141 12 5
73 246 4
63 29 4
126 206 3
134 30 3
141 215 5
188 247 4
118 244 5
164 60 3
86 76 3
142 8 3
178 35 5
51 202 3
30 203 3
38 208 4
54 156 4
5 57 3
185 118 5
176 42 5
117 201 3
12 50 3
45 73 4
31 89 4
148 210 3
27 34 5
200 70 4
52 231 3
54 244 5
107 9 3
114 191 3
87 157 4
42 3 5
187 190 4
24 70 5
71 142 3
156 218 4
124 174 3
130 1 4
13 242 3
179 8 4
71 138 5
155 6 5
134 40 4
79 117 4
70 2 3
106 223 4
176 188 4
100 142 5
34 26 3
176 122 5
167 186 3
128 28 5
49 110 3
35 110 4
103 11 4
104 201 3
168 152 4
104 149 5
186 79 5
157 197 3
148 250 4
31 46 3
103 25 5
152 14 4
182 93 4
111 95 5
192 37 5
106 92 5
145 131 4
3 114 3
100 134 3
20 42 4
143 86 3
47 105 4
126 158 3
121 240 3
23 226 4
75 125 5
152 17 4
121 164 4
32 67 3
182 108 3
82 111 4
55 192 3
74 130 3
35 33 5
62 104 3
28 241 4
134 147 3
135 168 5
102 194 4
14 118 5
63 171 3
124 46 4
1 108 3
16 219 3
155 31 5
98 116 3
164 144 3
62 131 3
188 118 5
100 74 4
107 107 3
179 156 4
25 142 3
115 180 4
104 31 3
147 128 4
12 101 3
38 14 5
137 93 3
98 37 4
15 31 4
133 217 3
7 238 4
190 203 5
54 146 4
179 33 4
71 244 5
121 12 3
66 57 5
168 159 4
13 90 5
71 25 3
173 130 5
101 112 3
147 64 5
31 66 3
139 161 3
128 170 3
107 213 5
79 195 3
167 42 4
56 114 3
109 8 3
23 17 5
21 140 4
34 92 5
120 228 5
12 157 3
35 115 3
49 182 4
9 191 5
5 170 5
6 105 5
161 109 3
121 207 4
70 187 5
8 155 5
47 26 5
99 227 4
102 112 4
67 111 5
104 239 4
192 64 5
102 248 3
162 71 3
141 204 3
59 87 5
26 174 4
49 57 4
68 113 5
12 21 3
69 190 5
127 91 3
4 247 5
166 43 3
162 147 3
183 120 5
127 133 5
41 149 4
113 85 3
13 98 3
102 46 5
38 143 4
54 74 5
160 246 3
120 194 5
86 10 4
16 156 5
143 246 3
193 81 5
159 142 5
47 135 5
61 12 5
170 111 5
22 229 4
105 48 4
95 97 4
166 111 5
61 41 4
141 1 4
185 165 3
106 134 3
39 123 4
181 234 4
24 203 4
78 54 5
131 163 3
90 193 4
85 132 3
110 231 4
193 9 5
96 45 5
7 69 4
60 126 5
119 134 4
127 121 4
155 21 3
55 19 5
198 135 3
55 100 4
61 108 4
23 244 4
35 7 5
113 197 3
21 112 5
184 125 3
137 91 4
115 151 5
168 38 3
161 83 4
54 15 3
139 69 3
198 237 5
126 184 5
139 118 4
186 181 3
122 190 4
65 198 4
50 10 4
100 22 5
64 247 4
98 57 4
128 250 4
8 227 3
84 24 5
75 27 5
113 97 4
163 80 3
58 243 5
193 128 3
117 88 4
167 200 3
66 24 4
65 187 4
46 52 3
39 83 4
169 54 5
170 215 4
146 9 5
185 31 4
112 220 3
179 93 4
90 85 5
149 51 3
17 123 4
86 204 5
93 76 5
120 217 4
50 31 4
181 62 3
119 166 3
152 75 5
65 121 3
173 182 4
177 220 3
75 138 3
91 217 4
106 121 3
87 1 5
153 210 3
20 152 4
77 116 5
43 90 5
134 130 5
92 241 4
120 137 5
164 147 3
98 172 5
166 205 5
121 92 3
184 102 5
195 2 3
195 23 3
151 3 3
60 80 3
11 4 5
83 200 3
89 102 3
175 117 4
200 29 4
187 183 3
159 53 5
12 167 5
105 182 5
190 125 3
7 217 5
8 35 5
103 94 3
162 237 4
133 170 4
5 147 3
125 68 4
90 196 5
67 84 4
157 212 4
130 200 4
13 143 3
78 146 5
162 15 3
17 29 5
55 173 5
166 198 3
169 95 3
56 166 5
44 203 4
182 34 5
49 246 5
53 172 3
179 117 4
14 133 5
167 119 5
199 144 5
10 116 3
151 218 5
54 181 3
56 206 3
13 147 4
39 242 3
170 161 5
181 15 5
133 14 5
155 74 3
80 80 5
17 222 3
45 74 5
39 177 4
34 203 5
165 153 5
172 55 4
149 85 5
14 245 3
88 48 5
52 97 3
172 231 5
29 208 5
8 107 4
141 152 5
9 174 4
79 82 3
74 162 3
28 177 3
5 175 3
186 189 5
37 52 3
23 42 5
31 130 5
163 15 3
167 188 5
44 6 5
189 54 4
183 152 4
165 220 4
15 89 5
127 181 5
40 74 5
31 127 4
77 178 4
20 117 4
40 97 5
69 237 5
16 151 3
93 120 4
33 223 4
192 189 4
155 187 5
41 140 4
12 239 4
71 162 4
124 125 5
95 186 3
106 94 3
74 229 4
95 8 5
183 165 3
182 111 5
128 120 5
59 52 4
183 243 5
5 231 3
82 83 5
156 161 4
4 27 3
57 214 5
4 78 4
137 214 3
52 115 3
156 130 5
150 103 3
167 83 3
101 149 4
69 10 5
61 246 4
95 223 4
51 27 3
105 245 5
127 160 4
134 33 5
89 142 3
61 38 5
116 144 5
67 148 3
55 181 4
13 158 5
39 194 4
123 147 4
